Date,Open,High,Low,Close,biden,musk,trump,tim,bill,jeff
2017-02-01,2285.590087890625,2289.139892578125,2272.43994140625,2279.550048828125,0.04149999999999998,0.4019,-0.5282333333333333,0.8316,0.8834,0.4926
2017-02-02,2276.68994140625,2283.969970703125,2271.64990234375,2280.85009765625,0.9781,0.4019,0.1125166666666667,0.8316,0.8834,0.4926
2017-02-03,2288.5400390625,2298.31005859375,2287.8798828125,2297.419921875,0.089,0.0,-0.169,0.8316,0.8316,0.0
2017-02-06,2294.280029296875,2296.179931640625,2288.570068359375,2292.56005859375,0.089,0.16977777777777775,-0.42586666666666667,0.8316,0.8316,0.0
2017-02-07,2295.8701171875,2299.39990234375,2290.159912109375,2293.080078125,-0.6249,0.16977777777777775,0.13403333333333334,0.8316,0.8316,0.0
2017-02-08,2289.550048828125,2295.909912109375,2285.3798828125,2294.669921875,-0.6249,0.0,0.13343636363636363,0.8316,0.6044,0.5093
2017-02-09,2296.699951171875,2311.080078125,2296.610107421875,2307.8701171875,-0.6249,0.0,-0.018828571428571434,0.8316,0.6044,0.9501
2017-02-10,2312.27001953125,2319.22998046875,2311.10009765625,2316.10009765625,-0.6249,0.10606666666666666,-0.27599999999999997,0.8316,0.6044,0.9501
2017-02-13,2321.719970703125,2331.580078125,2321.419921875,2328.25,-0.6249,0.35535,-0.23105,0.8316,0.6044,0.9501
2017-02-14,2326.1201171875,2337.580078125,2322.169921875,2337.580078125,-0.6249,0.35535,0.37154000000000004,0.8316,0.6044,0.9501
2017-02-15,2335.580078125,2351.300048828125,2334.81005859375,2349.25,-0.6249,0.35535,-0.06185555555555555,0.8316,0.7357,0.8448333333333333
2017-02-16,2349.639892578125,2351.31005859375,2338.8701171875,2347.219970703125,-0.6249,0.45256250000000003,0.13760999999999998,0.8316,0.011849999999999972,0.8448333333333333
2017-02-17,2343.010009765625,2351.159912109375,2339.580078125,2351.159912109375,-0.6249,0.022074999999999997,0.1445,0.8316,0.49260000000000004,0.8448333333333333
2017-02-21,2354.909912109375,2366.7099609375,2354.909912109375,2365.3798828125,-0.6249,0.5719,0.5303666666666667,0.8316,-0.5563,0.8448333333333333
2017-02-22,2361.110107421875,2365.1298828125,2358.340087890625,2362.820068359375,-0.6249,0.5719,0.06904999999999997,0.8316,0.07753333333333334,0.8448333333333333
2017-02-23,2367.5,2368.260009765625,2355.090087890625,2363.81005859375,-0.6249,0.5719,-0.19004999999999997,0.8316,0.5719,0.8448333333333333
2017-02-24,2355.72998046875,2367.340087890625,2352.8701171875,2367.340087890625,-0.6249,0.52484,-0.19004999999999997,0.8316,0.0,0.8448333333333333
2017-02-27,2365.22998046875,2371.5400390625,2361.8701171875,2369.75,-0.6249,0.148,-0.2952,0.8316,0.28073333333333333,0.8448333333333333
2017-02-28,2366.080078125,2367.7900390625,2358.9599609375,2363.639892578125,-0.6249,-0.0899,0.6094333333333334,0.8316,0.7845,0.6478
2017-03-01,2380.1298828125,2400.97998046875,2380.1298828125,2395.9599609375,-0.6249,0.9215,0.23863333333333334,0.8316,0.7845,0.6478
2017-03-02,2394.75,2394.75,2380.169921875,2381.919921875,-0.6249,0.9215,0.0,0.8316,0.7845,0.0
2017-03-03,2380.919921875,2383.889892578125,2375.389892578125,2383.1201171875,-0.6249,0.12315,-0.0918666666666667,0.8316,0.6486,0.0
2017-03-06,2375.22998046875,2378.800048828125,2367.97998046875,2375.31005859375,-0.6249,0.12315,0.9323,0.8316,0.7039333333333334,0.0
2017-03-07,2370.739990234375,2375.1201171875,2365.510009765625,2368.389892578125,-0.6249,0.22440000000000002,0.12422499999999999,0.8316,0.6044,0.6597
2017-03-08,2369.81005859375,2373.090087890625,2361.010009765625,2362.97998046875,-0.6249,0.22440000000000002,0.49007500000000004,0.8316,0.7269,0.7845
2017-03-09,2363.489990234375,2369.080078125,2354.5400390625,2364.8701171875,0.6375666666666667,0.22440000000000002,0.6034666666666667,0.8316,0.7269,0.4588
2017-03-10,2372.52001953125,2376.860107421875,2363.0400390625,2372.60009765625,0.6375666666666667,0.22440000000000002,0.20883333333333334,0.8316,0.7269,0.4588
2017-03-13,2371.56005859375,2374.419921875,2368.52001953125,2373.469970703125,0.6375666666666667,0.296,-0.2032,0.8316,0.55575,0.7574
2017-03-14,2368.550048828125,2368.550048828125,2358.179931640625,2365.449951171875,0.6375666666666667,0.12166666666666666,0.19765,0.8316,0.55575,0.908
2017-03-15,2370.340087890625,2390.010009765625,2368.93994140625,2385.260009765625,0.6375666666666667,0.7269,0.12728333333333333,0.8316,0.2732,0.908
2017-03-16,2387.7099609375,2388.10009765625,2377.179931640625,2381.3798828125,0.6375666666666667,0.7269,0.36978,0.8316,0.6908,0.908
2017-03-17,2383.7099609375,2385.7099609375,2377.639892578125,2378.25,0.6375666666666667,-0.09866666666666667,0.4981923076923077,0.8316,0.6908,0.908
2017-03-20,2378.239990234375,2379.550048828125,2369.659912109375,2373.469970703125,-0.2914,-0.09866666666666667,-0.34541666666666665,0.8316,0.8519,0.908
2017-03-21,2379.320068359375,2381.929931640625,2341.89990234375,2344.02001953125,-0.2914,-0.09866666666666667,0.5444333333333333,0.8316,0.8519,0.3963
2017-03-22,2343.0,2351.81005859375,2336.449951171875,2348.449951171875,-0.2914,-0.09866666666666667,0.1025,0.8316,0.31589999999999996,0.3963
2017-03-23,2345.969970703125,2358.919921875,2342.1298828125,2345.9599609375,-0.2914,0.3612,-0.16244,0.8316,0.31589999999999996,0.3963
2017-03-24,2350.419921875,2356.219970703125,2335.739990234375,2343.97998046875,0.0772,0.17733191489361705,0.321225,0.8316,0.29245,0.3963
2017-03-27,2329.110107421875,2344.89990234375,2322.25,2341.590087890625,0.2197,-0.13092499999999999,0.6249,0.8316,0.17110000000000003,0.3963
