Date,Open,High,Low,Close,biden,musk,trump,tim,bill,jeff
2017-02-01,2285.590087890625,2289.139892578125,2272.43994140625,2279.550048828125,0.08402777777777777,0.0,-0.08333333333333333,0.4,0.0,0.125
2017-02-02,2276.68994140625,2283.969970703125,2271.64990234375,2280.85009765625,0.65,0.0,0.07285353535353535,0.4,0.0,0.125
2017-02-03,2288.5400390625,2298.31005859375,2287.8798828125,2297.419921875,0.7333333333333334,0.0,0.06125390812890813,0.4,0.55,0.0
2017-02-06,2294.280029296875,2296.179931640625,2288.570068359375,2292.56005859375,0.7333333333333334,0.03333333333333334,0.07388888888888888,0.4,0.575,0.0
2017-02-07,2295.8701171875,2299.39990234375,2290.159912109375,2293.080078125,0.0,0.03333333333333334,0.4166666666666667,0.4,0.575,0.0
2017-02-08,2289.550048828125,2295.909912109375,2285.3798828125,2294.669921875,0.0,0.0125,0.03541912632821725,0.4,0.4642857142857143,0.5
2017-02-09,2296.699951171875,2311.080078125,2296.610107421875,2307.8701171875,0.0,0.0,0.16814574314574318,0.4,0.4642857142857143,0.6666666666666666
2017-02-10,2312.27001953125,2319.22998046875,2311.10009765625,2316.10009765625,0.0,0.03333333333333333,0.022916666666666658,0.4,0.4642857142857143,0.6666666666666666
2017-02-13,2321.719970703125,2331.580078125,2321.419921875,2328.25,0.0,0.503125,-0.04843750000000001,0.4,0.4642857142857143,0.6666666666666666
2017-02-14,2326.1201171875,2337.580078125,2322.169921875,2337.580078125,0.0,0.503125,0.4406060606060606,0.4,0.4642857142857143,0.6666666666666666
2017-02-15,2335.580078125,2351.300048828125,2334.81005859375,2349.25,0.0,0.503125,-0.07777777777777778,0.4,0.35,0.6875
2017-02-16,2349.639892578125,2351.31005859375,2338.8701171875,2347.219970703125,0.0,0.5113839285714286,0.1749090909090909,0.4,0.3375,0.6875
2017-02-17,2343.010009765625,2351.159912109375,2339.580078125,2351.159912109375,0.0,0.07395833333333333,0.029166666666666674,0.4,0.4625,0.6875
2017-02-21,2354.909912109375,2366.7099609375,2354.909912109375,2365.3798828125,0.0,1.0,0.33295454545454545,0.4,-0.0625,0.6875
2017-02-22,2361.110107421875,2365.1298828125,2358.340087890625,2362.820068359375,0.0,1.0,0.165,0.4,0.041666666666666664,0.6875
2017-02-23,2367.5,2368.260009765625,2355.090087890625,2363.81005859375,0.0,1.0,-0.1875,0.4,0.0,0.6875
2017-02-24,2355.72998046875,2367.340087890625,2352.8701171875,2367.340087890625,0.0,0.24552380952380948,-0.1875,0.4,0.13333333333333333,0.6875
2017-02-27,2365.22998046875,2371.5400390625,2361.8701171875,2369.75,0.0,0.325,-0.21666666666666667,0.4,0.36190476190476195,0.6875
2017-02-28,2366.080078125,2367.7900390625,2358.9599609375,2363.639892578125,0.0,0.15625,0.5111111111111111,0.4,0.6,0.5275
2017-03-01,2380.1298828125,2400.97998046875,2380.1298828125,2395.9599609375,0.0,0.75,0.04545454545454545,0.4,0.6,0.5275
2017-03-02,2394.75,2394.75,2380.169921875,2381.919921875,0.0,0.75,0.0,0.4,0.6,0.2
2017-03-03,2380.919921875,2383.889892578125,2375.389892578125,2383.1201171875,0.0,0.0625,0.1421717171717172,0.4,0.1361111111111111,0.2
2017-03-06,2375.22998046875,2378.800048828125,2367.97998046875,2375.31005859375,0.0,0.0625,0.7111111111111111,0.4,0.3111111111111111,0.2
2017-03-07,2370.739990234375,2375.1201171875,2365.510009765625,2368.389892578125,0.0,0.02407407407407408,0.02276254609587942,0.4,0.38749999999999996,0.5875
2017-03-08,2369.81005859375,2373.090087890625,2361.010009765625,2362.97998046875,0.0,0.02407407407407408,0.21414141414141413,0.4,0.5000000000000001,0.8
2017-03-09,2363.489990234375,2369.080078125,2354.5400390625,2364.8701171875,0.23574074074074072,0.02407407407407408,0.5666666666666667,0.4,0.5000000000000001,0.25
2017-03-10,2372.52001953125,2376.860107421875,2363.0400390625,2372.60009765625,0.23574074074074072,0.02407407407407408,-0.033333333333333326,0.4,0.5000000000000001,0.25
2017-03-13,2371.56005859375,2374.419921875,2368.52001953125,2373.469970703125,0.23574074074074072,0.5,-0.42791666666666667,0.4,0.0,0.1
2017-03-14,2368.550048828125,2368.550048828125,2358.179931640625,2365.449951171875,0.23574074074074072,-0.03333333333333336,0.08541666666666668,0.4,0.0,0.5875
2017-03-15,2370.340087890625,2390.010009765625,2368.93994140625,2385.260009765625,0.23574074074074072,0.4,0.17208333333333337,0.4,0.0,0.5875
2017-03-16,2387.7099609375,2388.10009765625,2377.179931640625,2381.3798828125,0.23574074074074072,0.4,0.1,0.4,0.5,0.5875
2017-03-17,2383.7099609375,2385.7099609375,2377.639892578125,2378.25,0.23574074074074072,0.0,0.2849996184371184,0.4,0.5,0.5875
