tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
1263492144871862275,"This year’s #GAAD comes at a time when ensuring everyone has the tools they need to stay connected has never been more important. Accessibility is our collective responsibility. Apple is committed to making products and services that enable, empower and inspire every person.",en,Tweet,4,2235,287,95,,2020-05-21 18:29:36,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#GAAD,,,
1263152274362167296,Technology can help health officials rapidly tell someone they may have been exposed to COVID-19. Today the Exposure Notification API we created with @Google is available to help public health agencies make their COVID-19 apps effective while protecting user privacy.,en,Tweet,50,8575,1614,266,,2020-05-20 19:59:05,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,
1262410103136739328,"One of my favorite parts of WWDC is seeing the big ideas and creative approaches student developers take to solve problems. Great to see the success of previous scholarship winners like Joseph, who’s helping users stay fit at home with his app GymStreak. https://t.co/ZQzp2YfPsU",en,Tweet,51,4076,523,185,,2020-05-18 18:49:57,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,https://www.standard.co.uk/tech/apple-wwdc-2020-student-scholarship-apply-a4437146.html,,
1260197797401210882,"To the nurses who work every day to save the lives of others—administering care, easing anxieties, comforting families, giving peace and solace in the loneliest of moments—we honor you, we celebrate you and we thank you. #InternationalNursesDay",en,Tweet,18,6952,921,444,,2020-05-12 16:19:02,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#InternationalNursesDay,,,
1259487759409967104,"The dreams mothers nurture become the ideas that change the world. Happy Mother’s Day and thank you for all you do, especially in times like these.",en,Tweet,15,9750,939,176,,2020-05-10 17:17:36,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,
1258385751542128641,"We’re proud to partner with COPAN Diagnostics to rapidly expand America’s COVID-19 testing capacity. By early July, our engineering and supply chain teams will help them expand to 1M American-made collection kits to hospitals every week.  https://t.co/xvhBJExOaq",en,Tweet,20,3451,591,133,,2020-05-07 16:18:37,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,https://www.apple.com/newsroom/2020/05/apple-awards-10-million-from-advanced-manufacturing-fund-to-copan-diagnostics/,,
1257712495554228224,Every year I am blown away by the talent of our student developers and I can’t wait to see what you dream up for the Swift Student Challenge. #WWDC20 https://t.co/Rt5V64VIOf,en,Tweet,60,6881,1192,205,,2020-05-05 19:43:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#WWDC20,https://www.apple.com/newsroom/2020/05/apple-to-host-virtual-worldwide-developers-conference-beginning-june-22/,,
1257664339101663236,"Today we celebrate teachers everywhere, like Jodie from Coppell Middle School East in Texas, who are imagining new ways to keep their students engaged and learning during these challenging times. Thanks for your compassion, creativity and tireless work! Happy #NationalTeacherDay!",en,Tweet,25,2232,369,89,,2020-05-05 16:31:59,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#NationalTeacherDay,,,
1256993862171521024,Those who meet times of historical challenge with their eyes and hearts open—forever restless and forever striving—are also those who leave the greatest impact on the lives of others. Congratulations @OhioState Class of 2020—I can't wait to see the future you're going to build!,en,Tweet,18,2530,337,84,,2020-05-03 20:07:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
1253383364196720641,"As this holy month of Ramadan begins, sending wishes of health, safety and wellbeing to all those observing around the world. Ramadan Mubarak!",en,Tweet,38,13213,2434,600,,2020-04-23 21:00:55,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,
1252983163451670528,"More than ever before, we can see the crucial role each of us plays in our collective wellbeing—for humanity and for our planet. Apple embraces this every day as we work to operate on clean energy and use fewer of the world’s resources—and we aren’t slowing down. #EarthDay2020",en,Tweet,13,5476,713,218,,2020-04-22 18:30:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#EarthDay2020,,,
1251348589420449795,Stunning photos of our precious world and a timely spotlight on the things and places we cherish most — an important reminder that each of us is responsible for preserving this beautiful planet we call home. #ProtectThis,en,Tweet,22,4596,561,215,,2020-04-18 06:15:27,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",#ProtectThis,,,
1251238254914961411,Students and teachers everywhere are doing incredible things. We are glad to work alongside Ontario’s Ministry of Education and school boards to help students access the technology they need to stay connected and #LearnAtHome,en,Tweet,15,3042,572,145,,2020-04-17 22:57:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#LearnAtHome,,,
1250461371004784641,"Today we introduced iPhone SE, our most affordable iPhone. Its compact design and powerful performance feature the best single-camera system ever in an iPhone. Another fantastic option in our lineup to help you stay connected, informed and entertained. https://t.co/Fw2T2IATR3",en,Tweet,108,18613,3901,1125,,2020-04-15 19:29:57,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,https://www.apple.com/newsroom/2020/04/iphone-se-a-powerful-new-smartphone-in-a-popular-design/,,
